http://www.chicagotribune.com/,349131,182,text/html
http://store.chicagotribune.com/ramble-on-final-four.html?utm_campaign=loyola&utm_medium=referral&utm_source=ROS-barker-bite&utm_content&utm_term,73568,209,text/html
http://www.chicagotribune.com/news/trending/,182419,95,text/html
http://www.chicagotribune.com/business/ct-biz-mcdonalds-salad-illness-outbreak-20180712-story.html,148702,63,text/html
http://www.chicagotribune.com/news/nationworld/ct-flash-flood-grand-canyon-20180712-story.html,146919,60,text/html
http://store.chicagotribune.com/best-of-royko.html?utm_campaign=royko-book&utm_medium=referral&utm_source=ROS-barker-bite&utm_content&utm_term,70306,205,text/html
http://www.chicagotribune.com/news/weather/?regionalZipCode=60666,268451,125,text/html
http://www.chicagotribune.com/classified/realestate/dreamhomes/ct-chicago-home-with-deck-paver-patio-15m-20180705-photogallery.html,143133,46,text/html
http://www.chicagotribune.com/sports/basketball/bulls/ct-spt-bulls-chandler-hutchison-summer-league-20180712-story.html,184303,73,text/html
http://www.chicagotribune.com/lifestyles/askamy/ct-ask-amy-ae-0712-story.html,180628,63,text/html
http://www.chicagotribune.com/business/ct-biz-papa-john-image-20180712-story.html,157459,66,text/html
http://www.chicagotribune.com/sports/baseball/cubs/ct-spt-cubs-javier-baez-kris-bryant-20180712-story.html,179045,74,text/html
http://www.chicagotribune.com/news/opinion/editorials/ct-edit-nato-trump-germany-russia-20180711-story.html,150873,68,text/html
http://www.chicagotribune.com/news/local/breaking/,333853,179,text/html
https://gsuite.google.com/?utm_source=analytics&utm_medium=et&utm_campaign=analytics-footer,124598,186,text/html
https://www.google.com/analytics/optimize/,76776,99,text/html
http://gmpg.org/xfn/11,5842,12,text/html
http://www.chicagonow.com/future-sox,77769,138,text/html
http://www.chicagonow.com/dating-blog,64505,121,text/html
http://www.chicagonow.com/chicago-at-night,91773,222,text/html
http://www.chicagonow.com/faqs/,58232,143,text/html
http://www.chicagonow.com/future-sox/2018/07/everyone-is-hurt-and-everything-hurts/,78730,153,text/html
http://www.chicagonow.com/show-me-chicago,103965,247,text/html
http://www.chicagonow.com/pitch/,47516,124,text/html
http://www.chicagonow.com/chicagonow-staff-blog/2018/03/best-chicago-bears-linebackers/,61903,104,text/html
http://www.chicagonow.com/fire-confidential,80309,241,text/html
http://www.chicagonow.com/the-ragged-stranger,60334,113,text/html
http://www.chicagonow.com/count-gregulas-crypt,65745,130,text/html
http://www.chicagonow.com/show-me-chicago/2018/07/heres-the-latest-dirt-on-navy-piers-first-ever-luxury-hotel/,96534,244,text/html
https://twitter.com/ChicagoNow,410952,193,text/html
http://www.chicagonow.com/just-sayin,59953,110,text/html
http://www.chicagonow.com/advertise/,41297,128,text/html
https://ajax.googleapis.com/ajax/libs/prototype/1.7.1.0/prototype.js?ver=1.7.1,http://www.chicagonow.com/count-gregulas-crypt/2018/07/film-review-the-lighthouse-keepers-1929/,58444,129,text/html
http://www.chicagonow.com/comment-policy/,41381,126,text/html
http://www.chicagonow.com/hippy-shakes/2018/07/how-do-you-decide-who-to-cheer-for-in-the-world-cup/,76493,144,text/html
http://www.chicagonow.com/chicago-at-night/2018/07/photo-gallery-brandi-carlile-martha-redbone-taste-of-chicago-wednesday-petrillo/,82651,220,text/html
http://www.chicagonow.com/directory/lifestyle-advice/,51329,169,text/html
http://www.chicagonow.com/cubs-den/2018/07/cubs-prospect-roundup-taking-stock-of-position-player-inventory/,103925,169,text/html
http://www.chicagonow.com/eye-on-chi,69283,128,text/html
http://www.chicagonow.com/cubs-den,72514,135,text/html
https://twitter.com/hopnotes?lang=hu,429078,163,text/html
https://twitter.com/hopnotes,429024,163,text/html
https://twitter.com/hopnotes/status/1017154337938792449,226750,108,text/html
https://twitter.com/hopnotes?lang=hr,428579,163,text/html
https://twitter.com/hopnotes?lang=pt,426627,163,text/html
https://twitter.com/guysdrinkinbeer/status/1017437584660811777,227019,110,text/html
https://twitter.com/hopnotes?lang=hi,447418,163,text/html
https://twitter.com/hopnotes/status/1017446431945318401,218775,92,text/html
https://twitter.com/hopnotes?lang=ro,428580,163,text/html
https://twitter.com/hopnotes/status/1017068880626438144,213852,104,text/html
https://twitter.com/hopnotes?lang=en-gb,424286,163,text/html
https://twitter.com/hopnotes?lang=ja,433377,163,text/html
https://twitter.com/hopnotes?lang=ar,435651,163,text/html
https://twitter.com/hopnotes/status/1017143900660752386,205324,103,text/html
https://twitter.com/PasteMagazine/status/1016690181108355072,234512,173,text/html
https://twitter.com/aterkel,446072,186,text/html
https://twitter.com/hopnotes/status/1017504416994414595,218486,114,text/html
https://twitter.com/hopnotes/status/1017154591203438592,212872,94,text/html
https://twitter.com/hopnotes?lang=it,426093,163,text/html
https://twitter.com/hopnotes/status/1017052553316651010,197861,91,text/html
https://twitter.com/AndersonsBkshp,477779,272,text/html
https://twitter.com/hopnotes?lang=ga,429609,163,text/html
https://twitter.com/hopnotes?lang=fr,426994,163,text/html
https://twitter.com/hopnotes/status/1017209492428161024,202334,103,text/html
https://twitter.com/hopnotes?lang=no,425125,163,text/html
